CUE,CUEAnexo,Servicios_Complementarios
0201632,020163200,
0201637,020163700,
0201638,020163800,
0201638,020163801,
0201638,020163802,
0201638,020163803,
0201638,020163804,
0201639,020163900,
0201640,020164000,
0201643,020164300,
0201644,020164400,
0201646,020164600,
0201648,020164800,
0201649,020164900,
0201650,020165000,
0201651,020165100,
0201652,020165200,
0201653,020165300,
0201653,020165301,
0201653,020165302,
0201653,020165303,
0201656,020165600,
0201658,020165800,
0201658,020165801,
0201658,020165802,
0201658,020165803,
0201659,020165900,
0201660,020166000,
0201661,020166100,
0201662,020166200,
0201663,020166300,
0201665,020166500,
0201666,020166600,
0201667,020166700,
0201670,020167000,
0201671,020167100,
0201673,020167300,
0201675,020167500,
0201676,020167600,
0201677,020167700,
0201678,020167800,
0201679,020167900,
0201680,020168000,
0201681,020168100,
0201682,020168200,
0201683,020168300,
0201684,020168400,
0201685,020168500,
0201686,020168600,
0201687,020168700,
0201688,020168800,
0201689,020168900,
0201690,020169000,
0201691,020169100,
0201692,020169200,
0201692,020169203,
0201692,020169204,
0201693,020169300,
0201694,020169400,
0201696,020169600,
0201697,020169700,
0201698,020169800,
0201699,020169900,
0201700,020170000,
0201701,020170100,
0201702,020170200,
0201703,020170300,
0201705,020170500,
0201706,020170600,
0201706,020170601,
0201706,020170602,
0201706,020170603,
0201709,020170900,
0201709,020170901,
0201712,020171200,
0201713,020171300,
0201717,020171700,
0201718,020171800,
0201719,020171900,
0201722,020172200,
0201723,020172300,
0201725,020172500,
0201727,020172700,
0201728,020172800,
0201729,020172900,
0201730,020173000,
0201732,020173200,
0201733,020173300,
0201736,020173600,
0201738,020173800,
0201739,020173900,
0201744,020174400,
0201745,020174500,
0201746,020174600,
0201747,020174700,
0201748,020174800,
0201750,020175000,
0201751,020175100,
0201753,020175300,
0201756,020175600,
0201759,020175900,
0201760,020176000,
0201764,020176400,
0201768,020176800,
0201769,020176900,
0201775,020177500,
0201777,020177700,
0201778,020177800,
0201778,020177801,
0201780,020178000,
0201781,020178100,
0201782,020178200,
0201783,020178300,
0201784,020178400,
0201785,020178500,
0201786,020178600,
0201787,020178700,
0201788,020178800,
0201789,020178900,
0201792,020179200,
0201796,020179600,
0201798,020179800,
0201800,020180000,
0201803,020180300,
0201809,020180900,
0201810,020181000,
0201811,020181100,
0201812,020181200,
0201815,020181500,
0201816,020181600,
0201817,020181700,
0201819,020181900,
0201820,020182000,
0201822,020182200,
0201823,020182300,
0201826,020182600,
0201831,020183100,
0201832,020183200,
0201833,020183300,
0201834,020183400,
0201837,020183700,
0201838,020183800,
0201839,020183900,
0201840,020184000,
0201841,020184100,
0201845,020184500,
0201845,020184501,
0201845,020184502,
0201845,020184503,
0201845,020184504,
0201845,020184505,
0201845,020184506,
0201845,020184507,
0201845,020184508,
0201845,020184509,
0201845,020184510,
0201845,020184511,
0201845,020184513,
0201845,020184515,
0201845,020184516,
0201845,020184517,
0201845,020184518,
0201845,020184519,
0201845,020184520,
0201845,020184521,
0201845,020184522,
0201845,020184523,
0201845,020184524,
0201845,020184525,
0201845,020184526,
0201845,020184527,
0201845,020184528,
0201845,020184529,
0201845,020184530,
0201845,020184531,
0201845,020184532,
0201845,020184533,
0201845,020184534,
0201845,020184535,
0201845,020184536,
0201845,020184537,
0201845,020184538,
0201845,020184539,
0201845,020184540,
0201845,020184541,
0201845,020184542,
0201845,020184543,
0201845,020184544,
0201845,020184545,
0201845,020184546,
0201845,020184547,
0201845,020184549,
0201845,020184550,
0201845,020184551,
0201845,020184552,
0201845,020184554,
0201845,020184555,
0201845,020184556,
0201845,020184557,
0201845,020184561,
0201845,020184562,
0201845,020184566,
0201845,020184570,
0201845,020184571,
0201845,020184572,
0201845,020184574,
0201845,020184576,
0201845,020184580,
0201845,020184581,
0201845,020184584,
0201845,020184586,
0201845,020184589,
0201845,020184590,
0201845,020184591,
0201845,020184596,
0201845,020184597,
0201845,020184598,
0201845,020184599,
0201847,020184700,
0201849,020184900,
0201850,020185000,
0201851,020185100,
0201852,020185200,
0201853,020185300,
0201856,020185600,
0201856,020185601,
0201857,020185700,
0201859,020185900,
0201864,020186400,
0201865,020186500,
0201866,020186600,
0201868,020186800,
0201869,020186900,
0201873,020187300,
0201877,020187700,
0201880,020188000,
0201882,020188200,
0201883,020188300,
0201884,020188400,
0201886,020188600,
0201887,020188700,
0201888,020188800,
0201889,020188900,
0201890,020189000,
0201891,020189100,
0201892,020189200,
0201894,020189400,
0201895,020189500,
0201897,020189700,
0201899,020189900,
0201900,020190000,
0201901,020190100,
0201905,020190500,
0201906,020190600,
0201907,020190700,
0201910,020191000,
0201913,020191300,
0201915,020191500,
0201919,020191900,
0201921,020192100,
0201926,020192600,
0201927,020192700,
0201932,020193200,
0201934,020193400,
0201935,020193500,
0201937,020193700,
0201938,020193800,
0201939,020193900,
0201941,020194100,1
0201942,020194200,1
0201943,020194300,1
0201944,020194400,1
0201945,020194500,1
0201946,020194600,1
0201947,020194700,1
0201948,020194800,1
0201949,020194900,1
0201950,020195000,1
0201951,020195100,1
0201952,020195200,1
0201953,020195300,1
0201954,020195400,1
0201954,020195401,1
0201955,020195500,1
0201957,020195700,
0201958,020195800,
0201958,020195801,
0201958,020195802,
0201959,020195900,
0201960,020196000,
0201962,020196200,
0201965,020196500,
0201966,020196600,
0201969,020196900,
0201970,020197000,
0201971,020197100,
0201972,020197200,
0201973,020197300,
0201974,020197400,
0201976,020197600,
0201977,020197700,
0201978,020197800,
0201979,020197900,
0201980,020198000,
0201981,020198100,
0201984,020198400,
0201985,020198500,
0201987,020198700,
0201988,020198800,
0201990,020199000,
0201991,020199100,
0201992,020199200,
0201993,020199300,
0201994,020199400,
0201995,020199500,
0201998,020199800,
0202000,020200000,
0202002,020200200,
0202005,020200500,
0202006,020200600,
0202006,020200601,
0202006,020200603,
0202006,020200604,
0202007,020200700,
0202007,020200701,
0202007,020200702,
0202007,020200703,
0202007,020200704,
0202007,020200707,
0202009,020200900,
0202010,020201000,
0202010,020201001,
0202010,020201002,
0202010,020201003,
0202010,020201004,
0202010,020201013,
0202010,020201014,
0202010,020201016,
0202010,020201018,
0202010,020201019,
0202010,020201020,
0202010,020201021,
0202010,020201022,
0202010,020201023,
0202010,020201024,
0202010,020201025,
0202011,020201100,
0202012,020201200,
0202012,020201201,
0202013,020201300,
0202013,020201301,
0202014,020201400,
0202014,020201403,
0202015,020201500,
0202016,020201600,
0202017,020201700,
0202018,020201800,
0202019,020201900,
0202021,020202100,
0202021,020202101,
0202021,020202103,
0202022,020202200,
0202023,020202300,
0202024,020202400,
0202025,020202500,
0202027,020202700,
0202027,020202701,
0202027,020202702,
0202027,020202704,
0202027,020202705,
0202028,020202800,
0202029,020202900,
0202029,020202901,
0202030,020203000,
0202031,020203100,
0202032,020203200,
0202033,020203300,
0202035,020203500,
0202036,020203600,
0202038,020203800,
0202039,020203900,
0202042,020204200,
0202044,020204400,
0202047,020204700,
0202051,020205100,
0202052,020205200,
0202053,020205300,
0202060,020206000,
0202061,020206100,
0202062,020206200,
0202063,020206300,
0202072,020207200,
0202074,020207400,
0202075,020207500,
0202078,020207800,
0202079,020207900,
0202082,020208200,
0202083,020208300,
0202085,020208500,
0202087,020208700,
0202088,020208800,
0202089,020208900,
0202090,020209000,
0202091,020209100,
0202093,020209300,
0202097,020209700,
0202098,020209800,
0202099,020209900,
0202101,020210100,
0202103,020210300,
0202104,020210400,
0202111,020211100,
0202114,020211400,
0202115,020211500,
0202117,020211700,
0202118,020211800,
0202119,020211900,
0202120,020212000,
0202127,020212700,
0202128,020212800,
0202132,020213200,
0202134,020213400,
0202135,020213500,
0202138,020213800,
0202139,020213900,
0202140,020214000,
0202141,020214100,
0202143,020214300,
0202146,020214600,
0202148,020214800,
0202151,020215100,
0202153,020215300,
0202154,020215400,1
0202155,020215500,1
0202156,020215600,1
0202157,020215700,1
0202158,020215800,1
0202159,020215900,1
0202160,020216000,1
0202161,020216100,1
0202162,020216200,1
0202163,020216300,1
0202164,020216400,1
0202165,020216500,1
0202166,020216600,1
0202167,020216700,1
0202168,020216800,1
0202169,020216900,1
0202170,020217000,1
0202171,020217100,1
0202172,020217200,1
0202173,020217300,1
0202174,020217400,1
0202178,020217800,
0202180,020218000,
0202186,020218600,
0202187,020218700,
0202191,020219100,
0202193,020219300,
0202196,020219600,
0202197,020219700,1
0202199,020219900,
0202200,020220000,
0202201,020220100,
0202202,020220200,
0202203,020220300,
0202204,020220400,
0202205,020220500,
0202206,020220600,
0202207,020220700,
0202208,020220800,
0202209,020220900,
0202210,020221000,
0202211,020221100,
0202212,020221200,
0202213,020221300,
0202214,020221400,
0202215,020221500,
0202216,020221600,
0202217,020221700,
0202218,020221800,
0202219,020221900,
0202220,020222000,
0202224,020222400,
0202227,020222700,1
0202230,020223000,
0202237,020223700,
0202238,020223800,
0202239,020223900,
0202242,020224200,
0202243,020224300,
0202244,020224400,
0202246,020224600,
0202250,020225000,
0202252,020225200,
0202257,020225700,
0202266,020226600,
0202270,020227000,
0202271,020227100,
0202272,020227200,
0202274,020227400,
0202275,020227500,
0202276,020227600,
0202276,020227601,
0202277,020227700,
0202278,020227800,
0202279,020227900,
0202280,020228000,
0202281,020228100,
0202282,020228200,
0202283,020228300,
0202284,020228400,
0202287,020228700,
0202295,020229500,
0202296,020229600,
0202301,020230100,
0202303,020230300,
0202304,020230400,
0202305,020230500,1
0202306,020230600,
0202307,020230700,
0202308,020230800,
0202309,020230900,
0202324,020232400,
0202327,020232700,
0202328,020232800,
0202329,020232900,
0202330,020233000,
0202331,020233100,
0202333,020233300,
0202334,020233400,
0202335,020233500,
0202336,020233600,
0202338,020233800,
0202341,020234100,
0202343,020234300,
0202344,020234400,
0202346,020234600,
0202347,020234700,
0202348,020234800,
0202349,020234900,
0202350,020235000,
0202351,020235100,
0202352,020235200,
0202354,020235400,
0202355,020235500,
0202356,020235600,
0202357,020235700,
0202358,020235800,
0202359,020235900,
0202360,020236000,
0202362,020236200,
0202363,020236327,1
0202366,020236600,
0202367,020236700,
0202368,020236800,
0202369,020236900,
0202370,020237000,
0202373,020237300,
0202374,020237400,
0202376,020237600,
0202377,020237700,
0202378,020237800,
0202379,020237900,
0202380,020238000,
0202387,020238700,
0202389,020238900,
0202393,020239300,
0202394,020239400,
0202394,020239403,
0202394,020239404,
0202394,020239405,
0202394,020239406,
0202394,020239408,
0202394,020239410,
0202396,020239600,
0202397,020239700,
0202398,020239800,
0202399,020239900,
0202400,020240000,
0202401,020240100,
0202402,020240200,
0202403,020240300,
0202404,020240400,
0202405,020240500,
0202406,020240600,
0202407,020240700,
0202408,020240800,
0202409,020240900,
0202411,020241100,
0202412,020241200,
0202418,020241800,
0202419,020241900,
0202420,020242000,
0202421,020242100,
0202422,020242200,
0202430,020243000,
0202431,020243100,
0202432,020243200,
0202433,020243300,
0202434,020243400,
0202435,020243500,
0202436,020243600,
0202436,020243601,
0202436,020243602,
0202437,020243700,
0202438,020243800,
0202438,020243801,
0202439,020243900,
0202440,020244000,
0202441,020244100,
0202441,020244101,
0202442,020244200,
0202443,020244300,
0202444,020244400,
0202444,020244401,
0202446,020244600,
0202448,020244800,
0202449,020244900,
0202450,020245000,
0202452,020245200,
0202453,020245300,
0202455,020245500,
0202458,020245800,1
0202458,020245802,1
0202458,020245804,1
0202458,020245806,1
0202458,020245808,1
0202458,020245809,1
0202458,020245810,1
0202458,020245811,1
0202458,020245812,1
0202458,020245813,1
0202458,020245820,1
0202458,020245821,1
0202458,020245822,1
0202458,020245823,1
0202458,020245824,1
0202458,020245825,1
0202458,020245826,1
0202458,020245828,1
0202458,020245829,1
0202458,020245831,1
0202458,020245833,1
0202458,020245834,1
0202458,020245835,1
0202458,020245836,1
0202458,020245837,1
0202458,020245838,1
0202458,020245839,1
0202458,020245840,1
0202458,020245841,1
0202458,020245842,1
0202458,020245843,1
0202458,020245844,1
0202458,020245845,1
0202458,020245846,1
0202458,020245847,1
0202458,020245848,1
0202458,020245849,1
0202464,020246400,
0202465,020246500,
0202466,020246600,
0202467,020246700,
0202469,020246900,
0202470,020247000,
0202473,020247300,1
0202474,020247400,1
0202475,020247500,
0202476,020247600,
0202477,020247700,
0202482,020248200,
0202484,020248400,
0202488,020248800,
0202493,020249300,
0202494,020249400,
0202495,020249500,
0202496,020249600,
0202497,020249700,
0202498,020249800,
0202499,020249900,
0202500,020250000,
0202501,020250100,
0202502,020250200,
0202503,020250300,
0202504,020250400,
0202505,020250500,
0202506,020250600,
0202507,020250700,
0202508,020250800,
0202509,020250900,
0202510,020251000,1
0202511,020251100,
0202512,020251200,
0202515,020251500,1
0202520,020252000,1
0202522,020252200,1
0202525,020252500,
0202527,020252700,1
0202528,020252800,1
0202530,020253000,1
0202531,020253100,1
0202533,020253300,1
0202535,020253500,1
0202536,020253600,1
0202537,020253700,1
0202538,020253800,1
0202539,020253900,1
0202541,020254100,1
0202545,020254500,1
0202546,020254600,1
0202548,020254800,1
0202549,020254900,1
0202549,020254901,1
0202550,020255000,1
0202551,020255100,1
0202552,020255200,1
0202553,020255300,1
0202555,020255500,1
0202557,020255700,1
0202558,020255800,1
0202560,020256000,1
0202561,020256100,1
0202562,020256200,1
0202564,020256400,1
0202565,020256500,1
0202567,020256700,1
0202569,020256900,1
0202571,020257100,1
0202572,020257200,1
0202576,020257600,1
0202579,020257900,1
0202581,020258100,1
0202583,020258300,1
0202585,020258500,1
0202586,020258600,1
0202587,020258700,1
0202588,020258800,1
0202589,020258900,1
0202590,020259000,1
0202591,020259100,1
0202593,020259300,1
0202595,020259500,1
0202596,020259600,1
0202596,020259601,1
0202596,020259602,1
0202596,020259603,1
0202599,020259900,1
0202601,020260100,1
0202605,020260500,
0202608,020260800,1
0202610,020261000,1
0202612,020261200,1
0202613,020261300,1
0202613,020261301,1
0202614,020261400,1
0202617,020261700,
0202619,020261900,1
0202620,020262000,1
0202622,020262200,1
0202623,020262300,1
0202624,020262400,1
0202628,020262800,1
0202630,020263000,1
0202632,020263200,1
0202633,020263300,1
0202634,020263400,1
0202635,020263500,1
0202636,020263600,1
0202637,020263700,1
0202638,020263800,1
0202639,020263900,1
0202640,020264000,1
0202643,020264300,1
0202644,020264400,1
0202644,020264401,1
0202646,020264600,1
0202646,020264601,1
0202648,020264800,1
0202652,020265200,
0202653,020265300,1
0202655,020265500,1
0202656,020265600,1
0202659,020265900,1
0202662,020266200,1
0202663,020266300,1
0202665,020266500,1
0202666,020266600,1
0202668,020266800,1
0202670,020267000,1
0202672,020267200,1
0202672,020267201,1
0202673,020267300,1
0202674,020267400,1
0202676,020267600,1
0202678,020267800,1
0202679,020267900,1
0202680,020268000,1
0202682,020268200,1
0202683,020268300,1
0202683,020268301,1
0202684,020268400,1
0202686,020268600,1
0202689,020268900,1
0202690,020269000,1
0202691,020269100,1
0202692,020269200,1
0202693,020269300,1
0202694,020269400,1
0202695,020269500,1
0202696,020269600,1
0202698,020269800,1
0202700,020270000,1
0202701,020270100,1
0202703,020270300,1
0202704,020270400,1
0202706,020270600,1
0202708,020270800,1
0202710,020271000,1
0202711,020271100,1
0202712,020271200,1
0202713,020271300,1
0202714,020271400,1
0202715,020271500,1
